id,comment_id,revision_id,parent_revision,file_name,line_number,review_comment,comment_group
163,3f79a3b5_6b623e16,ba0c1fbc6cd84e33ab35e6d467fd2a361e6cc7fa,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/virt/libvirt/driver.py,7392,should probably handle exception.NoActiveMigrationForInstance raised in: http://git.openstack.org/cgit/openstack/nova/tree/nova/virt/libvirt/driver.py#n7573,FUNCTION
164,1f769fc5_da873c61,131c4649f7057dc3c47d354659319b6527d05167,35505c09dee5a3490411a37f9790d96e3a3acbbf,nova/objects/virtual_interface.py,194,"it is a singular object, not plural. Just call it info_cache, not instance_info_caches...",EVOLVE
165,9fdfeff1_2602fdbb,38f2ce549ce4b21d5085824df701f9d2392b5604,047f8c71c2bc45e4a2c00394f23cd953236f6050,nova/cmd/status.py,201,"I figured you'd want to still query it manually and just use the templating functions to fill it out, but whatever you want is cool with me.

Was nova-status supposed to run against N-1 code and DB? If so, would this be a problem?",DISCUSS
166,9fdfeff1_ec7f67dc,1c948c7a247221a7c9f2e6bfb89ae1144d8bf3bc,657439ec6d86324d1aef73de0cb76aa8cc4467bc,nova/objects/instance_mapping.py,211,"This seems out of place in this change with the online data migration. Would have probably been better to split this out to either the change that needs to use it or right before the change that needs to use it, but separate from the data migration change since nothing in here is using it.",EVOLVE
167,5fc1f717_3e92fe4c,a5c26d865fd082c4aaff3635612fe841f9a7482f,2623acaba4573738faa61658af2d6006da6918a0,nova/virt/libvirt/volume/quobyte.py,55,I think this is typically done with a lock-and-recheck. Not that that's any prettier.,FUNCTION
168,9fdfeff1_acdb037b,baebdfb995e077b92af7ca20a208ece264d376f4,c5fc1126d9ff8b016d83c2026de7ada10df64cbd,nova/objects/instance_pci_requests.py,54,"move this to the top, see how these are going in order from newest to oldest",EVOLVE
169,9fdfeff1_041a3f16,99a3823f98c593fd7f0a9e3fe3aab4126f9bb383,ad842aa4e74a450e7ace5e394b1554486f814e42,nova/tests/unit/virt/libvirt/test_driver.py,18804,Should probably test non-support too.,FUNCTION
170,5fc1f717_fceb1ead,3e6bf09a70377f825b90637c6e2c6865933d9971,d50d8b6357fce78db7f6a4f85ff6a14a529ac48e,nova/conf/compute.py,658,Ã¢Å“â€,DISCUSS
171,9fdfeff1_a5bbbfe2,1aca2efd1f6fe2a65383deec68c964c90068f426,ba39214197efc45cd634ab0476393b7ce1548e26,nova/network/neutronv2/api.py,2060,nit: you didn't mention this in the commit message - I also don't see a test for it,FUNCTION
172,9fdfeff1_22cf2e2a,f5d236f868a598f8f241df759c516ec49e3779b0,2fc904acf6d13fed8f81a9dbb88a1bfce06287da,nova/conductor/manager.py,1270,"Christ almighty this is a big method and we should break it up or condense somehow. I remember it was a single for loop before the counting quotas check introduced in Pike, and I had ideas on how to re-converge to a single for loop for sanity:

https://review.openstack.org/#/c/501408/2/nova/conductor/manager.py@1020

But haven't done that work.

Anyway, unrelated grumbling.",EVOLVE
173,9fdfeff1_531faf6f,678bccc2f69e8e8972c933e4ddf566fcb28385c3,c1fb445b8d94e69d7878fad60c4653650052313a,nova/tests/unit/api/openstack/compute/test_migrate_server.py,630,"yeah, like this",DISCUSS
174,bfdaf3ff_ebd48ebf,f78440d5287662ebb7efcda7024d5386032cf467,e5b55245976293e0cb53089cc1efad6cc1edfa17,nova/tests/unit/objects/test_security_group.py,120,"nit: every other version of this has old version test first, new version second",DISCUSS
175,dfd5e7cf_69bc4e05,fe9f22745940a389331e640db637a4fd10e36544,1351f031b86418b49ea9fae82856e6b3e84cd1ce,nova/tests/unit/objects/test_numa.py,139,:),DISCUSS
176,5fc1f717_e8435c6b,891568eade76a3f559b7191e17d90d6b53b7b4e7,3cfcd117ce7ddb5a8d94396191cde559db73fb86,nova/virt/xenapi/agent.py,420,general question why are we not using a python lib to do this like pyOpenSSL,DISCUSS
177,bfdaf3ff_63cb0172,fe9f22745940a389331e640db637a4fd10e36544,1351f031b86418b49ea9fae82856e6b3e84cd1ce,nova/tests/unit/objects/test_numa.py,156,note to self: This refers to 1TiB pages.,FALSE
178,9fdfeff1_aa306c08,33644fbc8ebbca43d4d706d38501314a07ae5e66,b0f795e512416e3934a7e2663f22998f62248cba,nova/tests/fixtures.py,1394,+1 good comment.,DISCUSS
179,9fdfeff1_045efa11,85985dbf91df81c7d66118ae29b2a2787f3ede86,e3c24da89aa3e6462f1b07e00659c87f252ba4ba,nova/api/openstack/compute/views/servers.py,354,we can put those few lines into the try block,EVOLVE
180,3f79a3b5_dac72166,7e1378773495b90b94bea91ad4bd5cf7d7a08c6c,08f3ae960623c94bdd997cacb3e81f04b4bbba69,nova/objects/compute_node.py,213,"Hmm, I thought this would need to be treated like a dict, like db_compute is a result from db.compute_node_update on L336.",FUNCTION
181,9fdfeff1_6b462f53,a76bed1000da15a6f45766484680e0b6ae352102,29e5b0ad7bde210f95885656768f0480d06882c0,nova/tests/unit/api/openstack/compute/test_serversV21.py,3493,same - we already have this in the functional test,EVOLVE
182,3f79a3b5_c7ad9ea3,a2d72f673603f1f6487e09c78f36c27ebcb197a4,5d748001c2ffb1197ff991ca69a95865087f1010,nova/conf/workarounds.py,221,"nit: ""(local) instance directory""? Maybe that's not making anything more clear about this.",EVOLVE
183,9fdfeff1_25734f82,ba39214197efc45cd634ab0476393b7ce1548e26,6c239c2390799fef03ba4f7d00762a4a96f62819,nova/network/neutronv2/api.py,1697,One more small thing - you don't have a unit test for this case.,FUNCTION
184,bfdaf3ff_79bc2205,8a649f44541a8a6a743c4c77fd38c32651f7bf34,0bfb81b4dff5eb572ce8cd9e00f2a77134ce2816,nova/privsep/linux_net.py,141,...but it's respected here. All good,DISCUSS
185,bfdaf3ff_38a1bbaa,40a9d195de13e47eab37a07ccb9eb9518970875e,da98f4ba4554139b3901103aa0d26876b11e1d9a,nova/scheduler/client/report.py,1584,"not necessarily an ""initial"" view, but ok.",EVOLVE
186,bfdaf3ff_9f3731e4,fb4dcaccb041a6ae38a4e46c7ed83fc855c707db,da98f4ba4554139b3901103aa0d26876b11e1d9a,nova/image/glance.py,471,in the metadata?,EVOLVE
187,9fdfeff1_ab3932d7,96524e18fd2d0a11aa0c3c078a401b72839009d7,99ca7d60b41f63446f86ed9be86440a2b250f330,nova/tests/unit/pci/test_manager.py,344,nit: you could also assert the warning message is logged on this call,FUNCTION
188,5fc1f717_4fc21636,c3e3eede0916fa21015c4403f38a5ff0ae107f0b,fb1fee6772bb101eac83845bac9022df77113aaa,nova/objects/request_spec.py,100,This is where RequestGroup gets into the RequestSpec.,DISCUSS
189,9fdfeff1_633a3c99,ae5f4cdcbc0896fb4ac67b3b76587da0b4e38190,d2a87a44468f91d5a468e1262e7e2fd8c7add35c,nova/tests/functional/regressions/test_bug_1815153.py,158,the target host.,EVOLVE
190,9fdfeff1_945c4bee,8cf12f5843ddbc3954ef8c3bc774ecd6eb05a7b7,d46cb73fb001d35ae76ed30303b1cf8f63d5860c,nova/conductor/tasks/live_migrate.py,340,"so this should be 
self._check_can_migrate_pci(self.source, destination)
self._update_migrate_vifs_from_bindings(self.migrate_data.vifs,
                                                    bindings)",FUNCTION
191,9fdfeff1_d88a7862,743d9e4dc7117412047d76c0fca6ed281265d5c7,f548c91da693aa3ce1b4277c250601f799db9512,nova/compute/claims.py,127,"afaict this is only called from Claim.__init__, and it's called with limits specified. Can we remove the kwarg-ness and the word ""Optional"" from the docstring while we're here?",EVOLVE
192,bfdaf3ff_19e95619,4ef7066b8a1cc6d4e97eb600d26f46c3ba9808fe,3a3a5d34aec3afb740c22a13fdd6479828ae7c7b,nova/network/linux_net.py,671,Whoops,FALSE
193,3f79a3b5_2632b4c0,5d514b33e28964b38aeb42a8dd5b93f3fc8ae239,288c537fcd3dd605dc3ad393ba1234199a782e05,nova/tests/functional/regressions/test_bug_1806064.py,37,"Hrm, this reminds me of how we've talked about collapsing the two conductor loops into a single loop and just let all the instance-related resources be created ""at the same time"" and upon a recheck failure, we clean up everything including BDMs and tags. And doing that is the right fix for this.

(later) Thinking about it more, that refactor would not be backport friendly, so I think we're best off with this sort of fix for backporting and have the refactor be master-only.",DISCUSS
194,5fc1f717_7d156848,092f71a38a9caa57c3f1c7356f469c6fb8de57c4,f853e04cd22acc36c906ffb29084160fa05d1ebd,nova/tests/functional/test_servers.py,4039,"You could also do this with

 side_effect=[orig_claim, exception.AllocationUpdateFailed(...)]",FUNCTION
195,9fdfeff1_081a2016,d8f6882f547bd1a92fb38de5aed287d56bf8b233,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,nova/compute/api.py,3574,there should be 'True'?,FALSE
196,9fdfeff1_86863713,512397423092b2260b1a914bfcd4a54ba14f343c,5283b464b5c4976224a8d7ea3898dfe3e6bec786,nova/conductor/tasks/migrate.py,163,Obviously this is tested implicitly but couldn't hurt to have a unit test for it too :),FUNCTION
197,9fdfeff1_e726c116,2ad333c54a8cf28a45bb263b24baac0e2ec81db5,b2299908d3bad434dd25d6c6bb0a9e6b4ab9eba2,nova/compute/manager.py,4570,"This is a behavior change, whereas the rest is refactor. Seems like maybe it would be safer to split this into its own change in case it goes kaflooey - or wants to be backported to rocky where that other change hasn't generated a bug yet :)",DISCUSS
198,9fdfeff1_2fd98af3,7e5273677c58b94684aca92a61cac64b716c9c9f,5283b464b5c4976224a8d7ea3898dfe3e6bec786,nova/virt/libvirt/vif.py,780,can you fix the indentation? which was messed up by this commit https://github.com/openstack/nova/commit/3f5594cf40e1b5d83abc822f230f4dfcf23d6263,EVOLVE
199,3fce034c_d50c2e44,504099e4e2bdd3fcda661d53956c303af88e8dfb,82c79ceac30d7b97d68c2d71bdd0aae8c7038811,nova/tests/unit/privsep/test_qemu.py,45,"To improve coverage, should do this one with in_format=None and compress=False.",FUNCTION
200,3f79a3b5_6d30b253,1a38ae6bc3e4a2d0369731ed7f906cc2426b7dce,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/virt/libvirt/driver.py,7389,"nit: either "". If the..."" or ""; if the..."".",EVOLVE
201,9fdfeff1_540af0d1,c5fc1126d9ff8b016d83c2026de7ada10df64cbd,b0f795e512416e3934a7e2663f22998f62248cba,nova/compute/manager.py,8184,"I think we get this event if the port was detached out of band in neutron by the admin (or whoever) changes the device_id on the port - in that case, we'd be leaking the allocation for that port in placement, right?

There is also the network-vif-deleted case below where the port is outright deleted. That's another case where we wouldn't be cleaning up the allocation on the port, right? It of seems like neutron should be taking care of this for us since it manages the ports.",DISCUSS
202,9fdfeff1_8a7ec867,6c239c2390799fef03ba4f7d00762a4a96f62819,6efa3861a5a829ba5883ff191e2552b063028bb0,nova/scheduler/client/report.py,1738,"nit: either ""will (re)query"" or ""(re)queries""",EVOLVE
203,3f79a3b5_77fca6bb,47daa751efd52767841635bed3062843b96907be,a1dba961f0018a4995d208a290f4a859ce295840,nova/pci/manager.py,182,from,EVOLVE
204,9fdfeff1_d5efa8ae,c97b4046edb3bcd7c4284cabd26c58be99f08532,a6963fa6858289d048e4d27ce8e61637cd023f4c,nova/tests/unit/conductor/test_conductor.py,124,This change alone is safe to do.,DISCUSS
205,bfdaf3ff_181397b7,6e49978b91e53d40dca766134340233163da374a,40a9d195de13e47eab37a07ccb9eb9518970875e,nova/tests/functional/test_report_client.py,1311,Ã¢Å“â€œ,DISCUSS
206,9fdfeff1_4bb52631,2d00da78d5799c9d47fff8ab5fbd68f43ed35b35,33f367ec2f32ce36b00257c11c5084400416774c,nova/virt/libvirt/driver.py,586,"Are mdev UUIDs guaranteed to be consistent across reboots?

An alternate solution -- as opposed to passing the allocation information in init_host() -- would be to have the virt driver look up the instance UUID -> resource provider UUID(s) in the libvirt.xml file for the instance.

https://libvirt.org/formatdomain.html#elementsHostDev

Are we creating a <hostdev> element in the <devices> section of the libvirt XML file for each mdev associated with a vGPU the instance is using? If not, can we do that?",DISCUSS
207,5fc1f717_79b8a529,cbfa45f257381b50104d78083bccc9e410e2d3db,afbe4abba881c75fef2d4ef864334d5d91181d8c,nova/objects/instance_mapping.py,282,nit: maybe log the len(ims_by_inst_uuid) here as an indicator of the size of the issue?,EVOLVE
208,5fc1f717_e6481f88,362bba9011f8445285c3f72a0b00630163bfbc2f,e65a5275eeecae6ab041db2f089ae5dc3eefd92c,nova/tests/unit/virt/libvirt/test_imagebackend.py,1884,++,DISCUSS
209,5fc1f717_dbc3f537,82d2f6d2e399161d414e28b841323b9e8ad50563,f58f73978e3c533304b06a4d1eb6abe3f229bc10,nova/virt/libvirt/utils.py,546,If you made this {}...,EVOLVE
210,9fdfeff1_9699ee6d,1843894477177656ab1e91eb0ceb9009f46d57c6,f0a1d3c2eba591561d75fe353fb051134e7b10a1,nova/conf/api.py,343,"See the ""Handling Down Cells""...",EVOLVE
211,9fdfeff1_9f2a5a7c,5158327bc8a2fbc4c3cabcf3fd964e5f61285fa1,89c2d1056b3f37bad243c7468d974ded71336a0f,nova/conf/libvirt.py,746,"So, this was wholly operator-controlled before. Moving the option to be under control of the guest might run afoul of some operator's desire right?

Like, maybe the operator uses the serial number for agent correlation, or debugging, or forensics after an issue. By putting it fully within the user's control, they have no way to prevent them from making it unique right?

IMHO, if we're going to allow the image property, we should only honor it if this config is set to auto (or another new option called ""user""). But I would prefer we just not add the new image property, default this to ""unique"" in new installations and leave it at that.

I can think of only one somewhat silly case where the user might want to ask for the host's serial to be used, but it's pretty edge-case-y. Presumably ignoring that, no user is going to complain about having a stable unique serial number, so ops would be the only ones that might have an opinion, and if so, they should still be able to control it here, IMHO.",DISCUSS
212,9fdfeff1_6dcb5571,859a0ac11842101c902a98165277175d984c3352,b4a52f8968e657aae83f512d8e165aba9fd7388f,nova/network/neutronv2/api.py,1692,Ã¢Å“â€,DISCUSS
213,3f79a3b5_651a666a,a60631fd3a5df3e81dd9141fc1dd60f7cdd6ba80,9cac4ba8c5795265632d85d576a4ff810bffd475,nova/tests/unit/pci/test_request.py,29,Remove this blank line. pep8 job fails.,EVOLVE
214,3f79a3b5_5fb99cc2,12f523dc024858155d432060d4f27dd4acada56a,7eb8c9f299d5fec10df591b486b572db21a007c2,nova/compute/utils.py,1224,"Is this use of *ratio still groovy with regard to recent changes, or are those changes still in flight?

[later]
Ah, never mind, is a straight copy.",DISCUSS
215,3f79a3b5_35ba8adf,b3975a07752de81c8fca8e9604434e6d2a398cd2,7217e38bafb75e8a613763835b64e48e6b2c8ece,nova/cmd/status.py,322,"This is all out of date since the scheduler will fail now if there are no resource providers. We haven't updated older checks since they are kind of point-in-time things and would require some thought/discussion on what to do about older checks that no longer apply to master, i.e. I'm not exactly sure about FFU cases where someone is going from Ocata to let's say Rocky, would they even run these? And if so, are they required to run them in order or can they spin up the target release (Rocky) in a container and run the checks from there? I would think you'd need to run the checks per release as you run through them, just like the online data migrations.",DISCUSS
216,9fdfeff1_cac290e9,ba39214197efc45cd634ab0476393b7ce1548e26,6c239c2390799fef03ba4f7d00762a4a96f62819,nova/compute/manager.py,5976,You might want to add a comment here about why raise_on_failure is not used here.,EVOLVE
217,5fc1f717_5c870914,edc130bc226e0e073b9fa102e8e77d6ba0834440,64f6cbc9120e3c288f312eddc59452dee4998f93,nova/tests/functional/test_servers.py,4548,"So... I love this test case, but I think it should be present *in addition* to the one that was here before. Otherwise, we don't have any positive assertion that the trait makes the instance land in the right place.

You can tack it onto this same test method if you like, or do it separately.",FUNCTION
218,ffd0ebdf_fb534ae1,141817eb7e1d9214e041597eeb905388353fc66e,6d78ccdfaed64d92f2c1bfe0e108ab8dcab97575,nova/network/neutronv2/api.py,181,I get a hard time to find out where the context obj get the `global_request_id` field...,FALSE
219,ffd0ebdf_956c669d,e542e512a95382b7a8eba631eb0e67ca49176971,357b8b38e88300948bb2e07d1bbaabd1e9d7b60e,nova/compute/resource_tracker.py,855,Similar.,FUNCTION
220,9fdfeff1_57c00ee1,a3dc1ac8b25e4ab1daf9216b234ed29b3955d56d,727b942a88a812afb7368b4d7d3c314a4f8554ed,nova/tests/functional/test_servers.py,5733,nit: remove 'an',EVOLVE
221,9fdfeff1_ac287fe1,1c948c7a247221a7c9f2e6bfb89ae1144d8bf3bc,657439ec6d86324d1aef73de0cb76aa8cc4467bc,nova/objects/instance_mapping.py,278,OK yeah based on my question above I was hoping I'd see this.,FALSE
222,9fdfeff1_eff434d1,3f46eb1d971fddd98cbde2ce9ff3f11687c00e7b,29e5b0ad7bde210f95885656768f0480d06882c0,nova/api/openstack/compute/servers.py,1110,Similar to update - why show the server groups in the response when they can't change on rebuild? show_keypair is different because we can change keypairs on rebuild since 2.54. Although I think I already answered my own question there and we messed these up already.,DISCUSS
223,9fdfeff1_f2148250,eb9fa2b2f75243313f6ad4bdb899d6aa68f0a173,56811efa3583dfa3c03f9e43a9802bbe21e45bbd,nova/tests/functional/test_servers.py,1046,"This seems like kind of a weird place to put this test. I'm assuming you just copied an existing test from in here and tweaked it to show the failure, but we could hit this failure regardless of the 2.20+ microversions.

Having said that, I don't have a better suggestion unless you just put it in a new class.",EVOLVE
224,9fdfeff1_81dc4fe4,900fe1c2e8e90be914f283563c0664439db54b5a,95287619c9f59ea91537ac5789dda25aab41f5f6,nova/virt/libvirt/driver.py,5018,move _create_pty_device() to the 'else' case instead of _create_file_device(). The function just NOOPs in the serial_console.enabled case.,EVOLVE
225,3f79a3b5_da9ac15f,7e1378773495b90b94bea91ad4bd5cf7d7a08c6c,08f3ae960623c94bdd997cacb3e81f04b4bbba69,nova/tests/unit/objects/test_compute_node.py,615,same,FUNCTION
226,3f79a3b5_16a00df2,7e1378773495b90b94bea91ad4bd5cf7d7a08c6c,08f3ae960623c94bdd997cacb3e81f04b4bbba69,nova/tests/unit/objects/test_compute_node.py,645,use the initial config options here again for clarity,FUNCTION
227,bfdaf3ff_84f92fc9,127104732e6c25b97f9547f3368e8e66cd04e27a,8ef3d253a086e4f8575f5221d4515cda421abea2,nova/objects/virtual_interface.py,178,"This would fail if running this online data migration from a cell where [api_database]/connection is not configured, but I'm assuming that operators are running the online data migrations with a fully populated nova.conf that has access to the at least the API DB, and if running from a cell they would also have [database]/connection set (we seem to be pretty fuzzy about this in our online data migrations).",FUNCTION
228,5fc1f717_7c8dbc79,e75b9d0bc938dd7c32dd9356ad62ead85c275866,f853e04cd22acc36c906ffb29084160fa05d1ebd,nova/tests/functional/test_servers.py,6468,"Is anything else using this method now or can we remove it also? Looks like this is the only usage:

http://codesearch.openstack.org/?q=_wait_for_port_unbind&i=nope&files=&repos=

Note you could keep this method but change it's implementation to be waiting for that versioned notification.",FUNCTION
229,3f79a3b5_268e987b,4eb512aa15f9f80322b2889dfdafaab1b08da7c0,aceef76e03374501811e58d6c2f108c4a5ffddf1,nova/tests/functional/regressions/test_bug_1550919.py,85,same,DISCUSS
230,5fc1f717_469e3464,bc718dd37c1505aa3784c8379b6544d1bae169b5,b4320d0bfe7908797af7f57cdca8c19cfa379ffe,nova/pci/request.py,219,as above,EVOLVE
231,9fdfeff1_cb663bee,a76bed1000da15a6f45766484680e0b6ae352102,29e5b0ad7bde210f95885656768f0480d06882c0,nova/tests/unit/api/openstack/compute/test_serversV21.py,3498,"this is now the message, I think you mean group_uuid=FAKE_UUID?",DISCUSS
232,bfdaf3ff_686d3297,e9660512f92ecebc66778ac20cf0d07515d9fbbd,9f0dd822ee401f3bd2e52de6159631dd95859e05,doc/source/conf.py,176,Why is this here if tripleo isn't in the openstack_projects list? Or is that *why* the note is here? Otherwise if I'm looking at this in a year would I understand the context?,DISCUSS
233,3f79a3b5_67da23e8,8cdd57d91088ffc1d6f8ca60b5fa0dc3ec822bd3,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/virt/libvirt/migration.py,390,Could we short-circuit this method by simply returning False immediately if this value is 0?,FUNCTION
234,3f79a3b5_a210beab,7a08c7714d90cd4766ffb27fab1a8ac3f431399c,7fa740491e53195021036af69a0ddfde183daef5,nova/objects/build_request.py,448,A comment here would be good. I'll add that.,EVOLVE
235,9fdfeff1_ed223ca3,c5fc1126d9ff8b016d83c2026de7ada10df64cbd,b0f795e512416e3934a7e2663f22998f62248cba,nova/compute/manager.py,6048,were,EVOLVE
236,9fdfeff1_637ebce5,f78440d5287662ebb7efcda7024d5386032cf467,e5b55245976293e0cb53089cc1efad6cc1edfa17,nova/tests/unit/objects/test_network.py,219,Could have just added ['nova_object.data'] here to have a smaller diff.,EVOLVE
237,9fdfeff1_2e00abab,bf24d9e3a92aaa23757eed66fd27d572a61f38bb,1bfe04684c271e83636bcdaae363daefadd0cb9f,nova/api/openstack/compute/volumes.py,50,"I guess this is for the old os-volumes API, which is deprecated and isn't going to change.",DISCUSS
238,5fc1f717_78b75a88,b927748c257e705903c2aa0ffa47b19914e31ede,59d94633518e6f6272e9f0654bb908e332f97a96,nova/tests/unit/virt/libvirt/fakelibvirt.py,227,thank you for making this into something somewhat understandable with some code comments.,DISCUSS
239,9fdfeff1_71d706f0,b18e905de6a0ab24f90e6dee207214d126347e10,5283b464b5c4976224a8d7ea3898dfe3e6bec786,nova/conf/ironic.py,87,"Splat here allows the string to be empty. Is that legit? (I would expect you don't want '' and None to both be acceptable and meaningful.)

You could use a min_length on the StrOpt; or you could replace * with e.g. {1,255} and remove max_length.",DISCUSS
240,3f79a3b5_6edf1039,b5f5da43032f1d7c4e57c2aa6ab3da526d03bf51,3b2e42f37152a539472782ad1d71c1f951c0343b,nova/compute/api.py,3636,"this is either a cold migration (if flavor_id is not set) or a resize (if it is).  The flavor only changes on a resize, so you should be able to just move this check up to line 3589 so that it's part of the ""else"" at 3580.",EVOLVE
241,5fc1f717_33827051,56541244fd4931c88cc17771c18e2e72ae9356eb,ad842aa4e74a450e7ace5e394b1554486f814e42,nova/virt/libvirt/utils.py,312,Same comment here about cache mode for non-directio.,EVOLVE
242,ffd0ebdf_0d406235,04acda84be2866c38943132f4e1b394df91ae897,208db51fa1c4bb40fac2a75cc5be72e6a832c119,nova/scheduler/weights/metrics.py,50,"This one would be tricky...I would think the aggregate key would be ""metrics_weight_multiplier"" but that won't match what the utility tries to lookup in the config (CONF.filter_scheduler.metrics_weight_multiplier doesn't exist). Maybe the utility needs to take the multiplier name and the default value (which comes from config).",EVOLVE
243,9fdfeff1_4ae4040f,65e7b38d31af94c1e9c12a9cda005e8e9cc5213d,0b372ae75e589550569713f9b1cc88b4a7902325,nova/objects/instance_mapping.py,236,"Looks like you're picking up a marker instance record from an earlier online data migration:

http://logs.openstack.org/51/633351/6/check/neutron-grenade/0d926dc/logs/grenade.sh.txt.gz#_2019-02-19_03_00_17_540

2019-02-19 03:00:17.540 | InstanceList(objects=[Instance(00000000-0000-0000-0000-000000000000)])
2019-02-19 03:00:17.540 | setting user_id=None for instance mapping=25 with cell=c497f098-f0cd-44f2-a5a3-7c5eb3562142 for instance=00000000-0000-0000-0000-000000000000
2019-02-19 03:00:17.542 | 1 rows matched query populate_user_id, 1 migrated

So I guess you need to skip any instances that don't have a user_id set (or any with the stub uuid).",DISCUSS
244,9fdfeff1_e426c4cb,df723adab02d84229b17cd57ae3b24704b1a69f2,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,nova/compute/api.py,3573,why not pass image.id here?,DISCUSS
245,3f79a3b5_33236608,51d433812010c886b49762296d47cbba9a1be5fd,e27905f482ba26d2bbf3ae5d948dee37523042d5,nova/virt/libvirt/utils.py,326,could we just switch this to use nova.privsep.qemu.convert_image() so we'd reduce duplicated code and pick up the cache behaviour for free?,EVOLVE
246,bfdaf3ff_996c6637,ed5362d09f655e8f04d0f9ccae22f9c4480a852c,c9ac27f1bcf81d0cf8a06414edcafc3a9068ae1f,nova/tests/unit/compute/test_compute.py,7472,"hmm, interesting. nice :)",DISCUSS
247,3fce034c_4f9f3450,70f6018b1ba82359745d2a2bd1fdd7b828c5d3f7,02b26457f3c5773973f374f39e069d2a854e99f6,nova/db/api.py,248,is this the same thing as ``name of the node`` ?,DISCUSS
248,9fdfeff1_ef145d43,df723adab02d84229b17cd57ae3b24704b1a69f2,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,nova/compute/api.py,612,If you used instance.image_meta earlier you'd have already hit this.,FALSE
249,9fdfeff1_d113e9ff,695dfc59f2adea9995c138a9694e6f4368fbf185,8e9fa1ad1e55a2b40e4c74f4c64a042a829b36a5,nova/objects/request_spec.py,800,"Product grows very fast and input values are user input AFAIU, so some limits should be applied.
Overwise, malicious user can attack nova-api easily.",FUNCTION
250,9fdfeff1_3c676a28,d087e7833297e9c6ded8c569574665798a957b80,b01da49dfc38057a751cb59f4a7a99dd7f20b6ff,nova/conductor/tasks/live_migrate.py,166,nit: it might be nice to add a comment to say that kvm is not a hypervior and when using virt_type kvm the hypervior_type will be qemu,EVOLVE
251,dfd5e7cf_6651cf62,90c350fce0a30e59de753fddd6648513cc326ef7,8ef3d253a086e4f8575f5221d4515cda421abea2,nova/tests/unit/pci/test_manager.py,528,"I know we don't always have them elsewhere, but comments explaining your logic as you go through this would be mighty appreciated. Also, this could conceivably be split in two but I'm not that bothered about that",EVOLVE
252,3fce034c_f8ca764d,a4543eaf2e55bfb3abd981aa9d743f39cd2559ce,0d1310224818c204c52f67deee18efafd1269681,nova/tests/unit/scheduler/test_host_manager.py,1116,"This is wrong, cn3 nodename is 'fake-node', but the mock covers it up.

cn3 = objects.ComputeNode(host='fake_host1', node='fake-node')",FUNCTION
253,bfdaf3ff_d8f66f90,6e49978b91e53d40dca766134340233163da374a,40a9d195de13e47eab37a07ccb9eb9518970875e,nova/api/openstack/placement/handlers/reshaper.py,70,changing i18n's messages shouldn't be done lightly. Is there a reason to change this particular message? i.e. are you trying to differentiate better between a consumer and a provider generation conflict?,DISCUSS
254,5fc1f717_f940150a,cbfa45f257381b50104d78083bccc9e410e2d3db,afbe4abba881c75fef2d4ef864334d5d91181d8c,nova/tests/functional/db/test_instance_mapping.py,353,Can't you just loop over nonexistent here?,FUNCTION
255,5fc1f717_e23215f2,33782daddf90c61052ff668c138185753bc6c71f,e608568518ed91a0cbf08f779c5adb851762d80a,nova/privsep/qemu.py,53,"nit: 15x faster is one order of magnitude, not ""multiple orders""",EVOLVE
256,5fc1f717_bb7bbc78,a84a40676dcb12608363210072049bf01d720073,7231f7dee10fa8f9e6cead026f6a5ae3f5b15ae4,nova/tests/unit/virt/libvirt/volume/test_quobyte.py,69,...but I wonder if it would be better to mock.patch these in a setUp so each test gets its own copy.,FUNCTION
257,3f79a3b5_13040d6b,5fbc83bfb5146d5dbcef092a417879318e5d5f21,84825b16f20adfaf9264e5c87d7feaf6480f076e,nova/compute/resource_tracker.py,156,"This was added in I982b211e0315bdb9a816f346fafffd0f70e46d07 and it was used:

https://github.com/openstack/nova/blob/stable/rocky/nova/compute/manager.py#L3939

and that code was removed in Stein:

I0851e2d54a1fdc82fe3291fb7e286e790f121e92

Therefore, it's OK to remove this, but let's do it completely outside of this change to not muddy it up.",FALSE
258,9fdfeff1_53180283,35737e27d7e05068fddb0cc4fda3b7d5aeadb307,73c4c87a0f726b1d65e29789638261d8a6d61231,nova/tests/functional/libvirt/test_reshape.py,43,the,EVOLVE
259,ffd0ebdf_63749d9a,bb857a4b386b4ee29654b12ce849c727ba5ee680,a1c01f97ae0397e8f4ccff5eb2a8b8f5ef7f7221,nova/conf/api.py,203,same note as in the docs and reno,EVOLVE
260,5fc1f717_499f2e50,d24275951d3ad0e0ae00621971278aeedf2bfd09,2a12e420c2934e49da5cb3e586407d3f6e1d6300,nova/tests/unit/compute/test_compute_api.py,6027,same - move this by the new assert for context,EVOLVE
261,bfdaf3ff_bdea3aa9,397f7ea9f686eaf8d0ca8f267f26e29ded710bb3,89c2d1056b3f37bad243c7468d974ded71336a0f,nova/virt/libvirt/driver.py,4891,nit: It is not necessary.,FUNCTION
